aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
1.8084174159489885,-0.5855948667530508,-0.5443874665741932,1.0544977540744884,-0.9933128755845138,-0.7116967489427939,2.1534497990927854,-0.9730049507184287,-1.6574545126723796,-0.3632100595161424,-0.869100368486076,-0.781348773616999,1.1299755421053015,-0.3488603309376143,0.6088262979746698,1.2037350049867725,1.6615064055594984,1.0537723290922287,1.3391123828837967,-0.9171386752479318,1.0
1.8084174159489885,0.7752696328573261,-0.9670914314789308,1.4327825026391021,-1.1320200867062247,1.2089326103000835,1.5991741858515496,-0.22319416109659,0.2950181734630393,1.0026411416239855,0.8501472617192479,0.00946081248751777,-1.4092841264838083,1.0468950770401644,-0.7393643193689204,0.8933264599645331,0.12461018179669948,1.0537723290922287,0.8514506353434573,0.1980101284572068,1.0
1.8084174159489885,-0.02908239754152256,-0.5443874665741932,-0.812255244276975,-0.9655714333601715,0.8037694188979349,1.0448985726103135,-1.2025388659087877,0.5017505755244366,-0.8184937932295184,-0.8611653794235898,-0.3687524678233381,0.7834667600377048,-0.3837542161370584,0.2717786436387722,1.912190208835344,1.7863523172937315,0.7061652170295154,2.0357720222271385,-1.2888549431496445,0.0
1.8084174159489885,-0.3321225882660187,-0.5443874665741932,1.1449571504703742,-1.159761528930567,1.968613594179112,-0.8026868048604738,1.3070319401724686,0.708482977585834,1.1847546351093359,1.00884704296897,-1.4346262577902953,-1.5175681208799323,-0.06970924934205835,-0.4023166650330229,-0.41502576805270125,-0.5168395026309113,-1.0318703432840521,2.1054379861614727,0.1980101284572068,1.0
1.8084174159489885,1.1323839096590556,-0.6852887882091058,-1.1247513409173082,-1.021054317808856,0.19212883187738358,1.636125893400965,-0.3609145102108054,-0.3711195665125743,-0.5756758019157179,-0.8664553721319139,0.3017165290913609,-0.5556453039943633,-0.3837542161370584,-0.7393643193689204,0.024861022525262573,-0.21979233333221895,-1.0318703432840521,-0.6115346072775609,-0.9171386752479318,1.0
1.8084174159489885,0.021612058155883986,-0.6852887882091058,1.0791684985460936,-1.1042786444818824,-0.536385752663018,0.6753814971161558,0.8785686318171322,-1.5196329112981148,1.0633456394524357,0.9030471888024888,0.6111637584366065,-0.012420598773807431,0.9771073066412753,0.2717786436387722,0.6055342023756084,1.0760221298403367,1.0537723290922287,0.2941229238687837,-0.9171386752479318,1.0
1.8084174159489885,-0.9776319908129939,-0.9670914314789308,-0.1790394695057737,-1.0765372022575403,-0.3493873566312572,1.3774639405550548,1.6436816824516618,-1.014287039592477,-0.5756758019157179,-0.8505853940069417,-1.3486686940832826,1.5847683185690233,0.785190938044331,0.6088262979746698,1.6328790590339124,-0.03467598145042537,1.7489865532176558,0.6424527435404546,1.3131589321623454,0.0
1.8084174159489885,0.6299455265247611,-0.5443874665741932,-0.7464665923526944,-1.159761528930567,1.575137802528948,-0.5440248520145636,1.6130771604262806,0.20313710588019598,-0.4846190551730427,-0.8558753867152658,1.6770375484035638,0.6914253648009993,0.8375317658434978,-1.4134596280407155,2.085770214886032,1.8595378517586265,1.0537723290922287,-0.4722026794088925,0.9414426642606326,0.0
1.6446412380811593,1.1605474961576148,-0.9670914314789308,-0.705348684900019,-1.0487957600331983,0.3752314279918162,1.9317395537962911,0.9856844589059663,0.4787803086287257,0.09207367419723347,-0.8638103757777519,1.1612921661614877,0.8737034220344748,0.8898725936426645,-0.4023166650330229,0.3940719148741192,0.8909057779585432,1.0537723290922287,0.7121187074747889,1.3131589321623454,1.0
0.08876754833678821,0.2795905104826857,-0.8261901098440182,-0.16259230652470355,-0.9933128755845138,1.6452622010408589,0.8970917424126502,0.0216420151064593,1.0760072479172067,1.5489816220800368,1.3262466054684143,0.16418442716014048,-0.9075682857817666,0.22688877485321945,1.6199692609823624,0.7892915377712874,-1.2228646586451941,-0.6842632312213388,1.130114491080794,-1.2888549431496445,1.0
